main_deflector_parameters_center_x,main_deflector_parameters_center_y,main_deflector_parameters_dec_0,main_deflector_parameters_e1,main_deflector_parameters_e2,main_deflector_parameters_gamma,main_deflector_parameters_gamma1,main_deflector_parameters_gamma2,main_deflector_parameters_ra_0,main_deflector_parameters_theta_E,main_deflector_parameters_z_lens,source_parameters_R_sersic,source_parameters_center_x,source_parameters_center_y,source_parameters_e1,source_parameters_e2,source_parameters_mag_app,source_parameters_n_sersic,source_parameters_output_ab_zeropoint,source_parameters_z_source,lens_light_parameters_R_sersic,lens_light_parameters_center_x,lens_light_parameters_center_y,lens_light_parameters_e1,lens_light_parameters_e2,lens_light_parameters_mag_app,lens_light_parameters_n_sersic,lens_light_parameters_output_ab_zeropoint,lens_light_parameters_z_source,point_source_parameters_compute_time_delays,point_source_parameters_mag_app,point_source_parameters_output_ab_zeropoint,point_source_parameters_x_point_source,point_source_parameters_y_point_source,point_source_parameters_z_point_source,lens_equation_solver_parameters_min_distance,lens_equation_solver_parameters_num_iter_max,lens_equation_solver_parameters_precision_limit,lens_equation_solver_parameters_search_window,lens_equation_solver_parameters_x_center,lens_equation_solver_parameters_y_center,cosmology_parameters_cosmology_name,psf_parameters_point_source_supersampling_factor,psf_parameters_psf_type,detector_parameters_background_noise,detector_parameters_ccd_gain,detector_parameters_exposure_time,detector_parameters_magnitude_zero_point,detector_parameters_num_exposures,detector_parameters_pixel_scale,detector_parameters_read_noise,detector_parameters_sky_brightness,drizzle_parameters_output_pixel_scale,drizzle_parameters_psf_supersample_factor,drizzle_parameters_supersample_pixel_scale,drizzle_parameters_wcs_distortion,point_source_parameters_num_images,point_source_parameters_lens_ps_offset,point_source_parameters_x_image_0,point_source_parameters_y_image_0,point_source_parameters_magnification_0,point_source_parameters_mag_pert_0,point_source_parameters_x_image_1,point_source_parameters_y_image_1,point_source_parameters_magnification_1,point_source_parameters_mag_pert_1,point_source_parameters_x_image_2,point_source_parameters_y_image_2,point_source_parameters_magnification_2,point_source_parameters_mag_pert_2,point_source_parameters_x_image_3,point_source_parameters_y_image_3,point_source_parameters_magnification_3,point_source_parameters_mag_pert_3,seed,catalog_idx,lambda_int,beta_ani,sigma_v_4MOST_kmpersec,sigma_v_MUSE_bin0_kmpersec,sigma_v_MUSE_bin1_kmpersec,sigma_v_MUSE_bin2_kmpersec,sigma_v_NIRSPEC_bin0_kmpersec,sigma_v_NIRSPEC_bin1_kmpersec,sigma_v_NIRSPEC_bin2_kmpersec,sigma_v_NIRSPEC_bin3_kmpersec,sigma_v_NIRSPEC_bin4_kmpersec,sigma_v_NIRSPEC_bin5_kmpersec,sigma_v_NIRSPEC_bin6_kmpersec,sigma_v_NIRSPEC_bin7_kmpersec,sigma_v_NIRSPEC_bin8_kmpersec,sigma_v_NIRSPEC_bin9_kmpersec,fpd01,fpd02,fpd03,Ddt_Mpc,td01,td02,td03
0.0123262350546133,-0.0294697606747279,0.0,-0.2375205684325171,-0.0383080756588392,2.113862887737457,-0.0232879526531367,-0.0007534544828544,0.0,0.8423225446751768,0.6466130902357368,0.2670635837186202,0.2108887353053363,0.0571813534404774,0.0142641957898365,0.2917995699640492,25.64910640479715,1.0,25.1152,3.272536012946547,0.585340408835416,0.0123262350546133,-0.0294697606747279,-0.1252085717667578,-0.079406639421293,20.27464368399543,4.0,25.1152,0.6466130902357368,0,24.91235213209908,25.1152,0.2108887353053363,0.0571813534404774,3.272536012946547,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.2166459833073872,1.0224358499225608,0.2582056686728826,3.272680991157318,1.282826371829332,-0.3712345878638644,-0.5724462439925829,-4.403135485331998,1.369026965063744,,,,,,,,,"(999436701,)",deblcdouble653,1.1109406746282011,0.0451800869477942,218.9982787269477,221.56386427376657,189.746286726976,168.62314366803705,237.67602439717987,204.7633736639856,191.9703610444029,182.31115034116775,170.8514199083847,165.34836072522378,165.93259933397107,168.90497380419566,169.87174227629257,167.1410456795831,-0.3867971504024665,,,3643.3541401611997,-43.84175854716554,,
-0.0092402703634775,0.0553565109941625,0.0,-0.170784638577908,-0.3263695364403955,1.7361853927920683,0.035391434365074,-0.0096245631389645,0.0,0.9716296484456096,0.6148298755228511,0.375773052416421,0.1791632122792964,0.1645547078157258,-0.0651958770456885,-0.1926262818363339,25.331095146673743,1.0,25.1152,2.4509444558520848,0.771271167558867,-0.0092402703634775,0.0553565109941625,-0.2014803381919324,-0.1362376832315238,19.969494305677348,4.0,25.1152,0.6148298755228511,0,23.23816446417956,25.1152,0.1791632122792964,0.1645547078157258,2.4509444558520848,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,4,0.2177616092450799,1.2962349316608834,0.7176800775755668,2.709486364486368,1.0977230763074206,-0.7907948335448701,-0.3176869258631423,3.9513466797466936,0.7869268151314578,-0.5214838488851664,0.4719874097861093,-2.682474601960926,1.247416537406096,0.0582150102217023,-0.5764555789066546,-2.352225817751901,1.0809436691978618,"(999436701, 1)",deblcquad134,1.1554353012241263,0.0483098266686284,183.93776341999907,182.6401747732045,189.88912020409097,190.76393804294608,178.1953018322213,185.47755888880585,187.95828271733936,193.98304977678103,193.6868409004769,189.78813808251036,188.38198957170977,190.9093868178097,196.68061772614735,203.40593465137275,-0.505634155042369,-0.5677419042665608,-0.5719854768092272,3693.352029501067,-60.424794683249345,-67.84685657856586,-68.353976196687
-0.0356900144259436,-0.028720311285088,0.0,-0.0534441816508548,-0.0484922885939601,2.0176516892254104,-0.0046088779129942,0.0218041414488992,0.0,0.277570565729602,1.063871992079607,0.2808437399479228,-0.0668615069318782,-0.1461406337029461,0.03869265205763,0.1462823576257548,25.16555948458775,1.0,25.1152,2.1157092922446066,0.2950712638427793,-0.0356900144259436,-0.028720311285088,-0.0995472016629047,-0.02742414919658,23.5340276145042,4.0,25.1152,1.063871992079607,0,22.939993149557377,25.1152,-0.0668615069318782,-0.1461406337029461,2.1157092922446066,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.1214874234715729,-0.1956958430907199,-0.3998926689481574,2.2289892377909544,0.7509912228089224,-0.0136675139259709,0.1263911520045843,-0.9335585204013108,0.8012221347739734,,,,,,,,,"(999436701, 2)",deblcdouble91,0.9721371297423328,0.1259580425120083,142.38636966669688,142.209997253484,127.2743996524466,114.90528264787066,148.79599070010528,132.8730152184265,121.593654963252,121.94785261193272,124.1087830937162,117.83496763432608,109.89477027477749,103.79595893830292,100.07490162162084,98.91972973307657,-0.0692093602500098,,,9789.851900232772,-18.44509652626538,,
-0.037635703207098,0.0122617980764336,0.0,0.0407376891653336,0.1068629107942469,1.870207441696951,-0.0042617060037124,0.0067439167001614,0.0,0.7816190320678552,0.3525673780128042,0.1101206133659238,-0.0162194023633033,0.2912485487232459,-0.002199272783202,0.1053719833764066,25.23067079165361,1.0,25.1152,1.3084145718831677,0.6375472905867493,-0.037635703207098,0.0122617980764336,0.1602880918446466,0.0441379853123224,18.67413237474561,4.0,25.1152,0.3525673780128042,0,24.713127720954937,25.1152,-0.0162194023633033,0.2912485487232459,1.3084145718831677,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,3,0.2798075498950994,-0.1411025570956521,1.122308403211973,3.4975176606984744,1.004031332008852,-0.1638836866432276,-0.4175324863408288,-2.9304405668398292,1.462320825033737,-0.0376801459217882,0.0119854248547099,5.730131328951882e-06,0.7189448139412897,,,,,"(999436701, 3)",deblcdouble98,1.0214109419770994,-0.1122787109959415,164.6615544218877,164.89312409867904,162.6660107836488,158.66923026972802,165.4921957973455,163.86289453684228,163.80527397459934,164.24574378089858,159.06221192019822,155.92116248067074,157.34449643678667,162.10975408416942,167.12064543074558,169.30784950299665,,,,2120.1076926920314,,,
0.0300147056771489,-0.0372749867521116,0.0,0.004415790168663,0.0561468689798569,2.122833983626709,0.0700190830067562,0.0334656526386627,0.0,0.2833724474750298,0.91799749226776,0.6237275933169021,0.0941249600818862,0.220766924022797,0.296583983418505,-0.298256314142981,24.15636629043334,1.0,25.1152,2.995327272921224,0.2261611831063142,0.0300147056771489,-0.0372749867521116,-0.0092113544207691,-0.0203513142787467,24.0193254426795,4.0,25.1152,0.91799749226776,0,21.14927478676584,25.1152,0.0941249600818862,0.220766924022797,2.995327272921224,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.2658867285823157,0.20587502384252,0.4442584103753156,2.0673870624580424,0.9822416008221068,0.0128876737752118,-0.0998123005198843,-0.0446984765967855,0.3305613776656881,,,,,,,,,"(999436701, 4)",deblcdouble23,1.0366854705338189,0.1356011177406952,130.27449627577442,128.1183764940287,108.22760512511869,87.90212786646238,134.915227652903,112.4605250747327,102.86592250329826,103.22511227202288,95.10057085859115,86.53439339733676,81.41173061517324,79.7221871828137,81.02161717630331,84.13753179396835,-0.14908165692093034,,,6053.992469268041,-26.20146314430765,,
-0.006463557565254,-0.0336105273905181,0.0,0.1159685941657608,-0.0185391370448749,1.8820648378184184,0.0088694715184528,0.0245323157347115,0.0,1.162921223664905,0.2191464928071784,0.4216779253257326,-0.3599876816040426,0.4888325675522464,-0.1754978168445926,0.1995253828891221,24.531844570455657,1.0,25.1152,1.1824444839066195,1.2108990063003278,-0.006463557565254,-0.0336105273905181,0.0696159095868824,-0.0628089367902167,17.047609511936944,4.0,25.1152,0.2191464928071784,0,23.44888315765286,25.1152,-0.3599876816040426,0.4888325675522464,1.1824444839066195,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,3,0.6308138344478245,-0.7759673061749437,1.6282137756707638,2.689916229171226,0.8941510201110127,0.2453538348348407,-0.3159425982977673,-1.0475911689114723,1.2612764041087108,-0.0020481092658655,-0.039068506507756,0.0014808539018327,1.2575488945971107,,,,,"(999436701, 5)",deblcdouble29,1.0248265379460912,-0.0187740798977754,193.28931891496572,194.20090224744823,189.97997349227407,188.40450918143577,197.01653570000764,193.12080691978815,191.04264096068204,187.50230636129808,188.51702732687357,190.33062088615105,189.1682105903263,185.55034212964063,181.6343070692104,178.90606253386954,,,,1170.478426792431,,,
0.0308301806366282,0.0417808117747446,0.0,0.0227995948683327,-0.048536568528636,2.125921275341069,-0.0029296530485036,0.0667536705357457,0.0,0.3608907465474899,0.655057284848782,0.4475548794192073,0.0162890034817995,0.246341718750043,0.0342586815189638,0.1348393943500049,23.97108903465587,1.0,25.1152,3.061453355239927,0.134246804861559,0.0308301806366282,0.0417808117747446,0.0335960358561078,-0.0247079880989874,22.25498775268852,4.0,25.1152,0.655057284848782,0,20.287780428421563,25.1152,0.0162890034817995,0.246341718750043,3.061453355239927,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.2050770842771195,0.1159752981812953,0.5951386067534897,2.9144868943723528,1.324675150026828,0.0629100061143097,-0.1392065555091234,-0.3804740274323143,0.5614632096537457,,,,,,,,,"(999436701, 6)",deblcdouble112,0.8912985838730332,-0.0537559838466618,125.7442258866147,121.32623740329744,102.73657078029872,86.46592829276936,126.5357554193311,105.63529572902752,99.8222733505232,87.243269319423,81.91634948824202,84.31849341068038,89.53016876005346,93.2008533624649,94.66964462306656,94.0029539512709,-0.15328844037558642,,,3767.4692070729516,-14.414340542408612,,
-0.0428066811727673,-0.0232940941843431,0.0,-0.0143109669234606,0.0648050500439331,2.2839108532036048,0.0055456534952078,0.0260638916363817,0.0,0.5173041112121287,0.7100067119006578,0.0417426209292482,0.0660983574930634,0.0959080202113097,-0.1018071325623045,0.0620421016407106,27.652580509593047,1.0,25.1152,1.524903194762491,0.4359111772609053,-0.0428066811727673,-0.0232940941843431,-0.0278387376849631,0.0451053871431971,21.064871193287047,4.0,25.1152,0.7100067119006578,0,24.18542518597163,25.1152,0.0660983574930634,0.0959080202113097,1.524903194762491,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.1614603713708115,0.4207992577093954,0.4386665816544174,4.488972683349819,1.292142017567143,-0.3025800880641281,-0.3262695648718962,-2.0984464977963837,1.3005754543224282,,,,,,,,,"(999436701, 7)",deblcdouble125,1.136557786701033,0.2355333376232209,234.2107541374349,234.94452220483993,179.22064209361534,148.7548142467022,261.0416856429166,199.9361644209956,176.12862979028074,157.08068884305266,149.74244105818553,149.96506288721153,148.4187377494657,141.795514994262,133.05477070099104,125.11151881806876,-0.1679041484100923,,,5961.483613344249,-31.858090922889787,,
-0.0401681382236908,-0.0116147077363646,0.0,-0.0306372972629995,0.0366833916194532,2.018789013168656,0.0079629743526308,-0.0011863680288783,0.0,0.3053621685792045,1.534854089800355,0.5073578322678478,-0.1255915316922632,-0.0435092005248836,0.1124569485371464,0.1245456727667737,24.133633971926777,1.0,25.1152,2.76802548170783,0.3256851030969326,-0.0401681382236908,-0.0116147077363646,0.0064894038738734,-0.0249908119446434,25.14765419692033,4.0,25.1152,1.534854089800355,0,22.823444779183035,25.1152,-0.1255915316922632,-0.0435092005248836,2.76802548170783,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.0911834130855136,-0.4275301077550494,-0.1035974344434104,2.6708140273396475,0.6815630987885111,0.1519587825717193,0.0871967357101847,-2.2859655978680156,1.012451144043863,,,,,,,,,"(999436701, 8)",deblcdouble107,0.9366143161334924,0.1135904462864902,165.62581007718677,166.2270977556465,148.58287874087603,137.06528673140255,174.4263445157702,156.05650551729235,143.46542951508314,140.1615432430114,144.66139628274544,141.73487615490723,133.4600029919982,125.52735700230669,119.61692918888444,116.23228659536778,-0.05653841519728782,,,15988.98437894404,-23.710338023080702,,
0.042677250073627,-0.0368767426523182,0.0,0.0604451861956766,0.0226794180639006,2.0954435498942456,-0.0080711653359725,-0.0063472445998601,0.0,0.8577536906973716,0.5975119066982756,0.151509110500649,0.2023803459777858,-0.4453670959505907,-0.1022846910616541,-0.0649896923662056,25.119881183940947,1.0,25.1152,2.024998137191154,0.6471503564387877,0.042677250073627,-0.0368767426523182,0.0157104118559107,0.005369420918038,19.9635504628536,4.0,25.1152,0.5975119066982756,0,23.777689451949115,25.1152,0.2023803459777858,-0.4453670959505907,2.024998137191154,0.04,500,1e-10,6.6000000000000005,-1.4406596515686882e-16,-2.338462043125986e-16,planck18,1,PIXEL,,1.5,1400.0,25.1152,1,0.04,3.0,21.9,0.04,1,0.04,,2,0.4385994158444815,0.4817559299810097,-1.2502243589059636,2.584378195221379,1.1079116272368803,-0.1504612676569778,0.4085467420535542,-1.4131568523666924,1.2453594212748793,,,,,,,,,"(999436701, 9)",deblcdouble221,0.9282887490589768,0.1982653849166294,212.21934673280617,215.72514585417267,184.23445051406463,162.19163095131356,232.4433923587388,199.4405498691085,185.52573562581,178.19859501816552,167.1079136804018,159.61792037938798,157.8198411083317,159.83612192754174,162.3759824776419,162.46943102921148,-0.7743197105129513,,,3800.999619488681,-76.5092019888138,,
